TradeID,ScripName,Type,Side,SellDateTime,BuyDateTime,SellPrice,BuyPrice,PnL,ExitReason
179,MIDCPNIFTY25APR11500CE,CE,SHORT,2025-04-04 14:00:00,2025-04-07 09:15:00,103.2,25.0,9384.0,TARGET_LTP_30
180,MIDCPNIFTY25APR11000PE,PE,SHORT,2025-04-08 14:00:00,2025-04-09 09:55:00,294.8,361.2,-7968.0,EMA_REVERSAL_SL
181,MIDCPNIFTY25APR11000PE,PE,SHORT,2025-04-09 14:00:00,2025-04-16 09:25:00,279.95,28.5,30174.0,TARGET_LTP_30
182,MIDCPNIFTY25APR11600CE,CE,SHORT,2025-04-16 14:00:00,2025-04-17 11:50:00,135.05,142.0,-834.0,EMA_REVERSAL_SL
183,MIDCPNIFTY25APR11500PE,PE,SHORT,2025-04-17 14:00:00,2025-04-21 10:00:00,75.1,29.3,5496.0,TARGET_LTP_30
184,MIDCPNIFTY25MAY11700PE,PE,SHORT,2025-04-21 14:00:00,2025-04-23 10:50:00,223.9,206.7,2064.0,EMA_REVERSAL_SL
185,MIDCPNIFTY25MAY12200PE,PE,SHORT,2025-04-23 14:00:00,2025-04-24 14:20:00,297.1,310.1,-1560.0,EMA_REVERSAL_SL
186,MIDCPNIFTY25MAY12300CE,CE,SHORT,2025-04-24 14:25:00,2025-04-28 11:45:00,329.7,245.95,10050.0,EMA_REVERSAL_SL
187,MIDCPNIFTY25MAY11900PE,PE,SHORT,2025-04-28 14:00:00,2025-04-29 12:25:00,213.45,237.5,-2886.0,EMA_REVERSAL_SL
188,MIDCPNIFTY25MAY12300CE,CE,SHORT,2025-04-29 15:10:00,2025-05-02 10:20:00,295.5,298.9,-408.0,EMA_REVERSAL_SL
189,MIDCPNIFTY25MAY12100CE,CE,SHORT,2025-05-02 14:00:00,2025-05-05 09:55:00,312.05,386.0,-8874.0,EMA_REVERSAL_SL
190,MIDCPNIFTY25MAY12000PE,PE,SHORT,2025-05-05 14:00:00,2025-05-06 11:15:00,225.0,265.95,-4914.0,EMA_REVERSAL_SL
191,MIDCPNIFTY25MAY12300CE,CE,SHORT,2025-05-06 14:00:00,2025-05-07 10:55:00,200.0,240.25,-4830.0,EMA_REVERSAL_SL
192,MIDCPNIFTY25MAY11800PE,PE,SHORT,2025-05-07 14:00:00,2025-05-08 13:20:00,170.2,183.7,-1620.0,EMA_REVERSAL_SL
193,MIDCPNIFTY25MAY12300CE,CE,SHORT,2025-05-08 14:00:00,2025-05-09 15:25:00,223.3,222.95,42.0,EMA_REVERSAL_SL
194,MIDCPNIFTY25MAY12300PE,PE,SHORT,2025-05-12 14:00:00,2025-05-20 13:15:00,187.5,65.6,14628.0,EMA_REVERSAL_SL
195,MIDCPNIFTY25MAY12900CE,CE,SHORT,2025-05-20 14:00:00,2025-05-22 14:20:00,103.45,29.85,8832.0,TARGET_LTP_30
196,MIDCPNIFTY25MAY12600CE,CE,SHORT,2025-05-22 14:25:00,2025-05-23 10:10:00,102.0,150.5,-5820.0,EMA_REVERSAL_SL
197,MIDCPNIFTY25MAY12500PE,PE,SHORT,2025-05-23 14:00:00,2025-05-27 10:05:00,95.35,86.9,1014.0,EMA_REVERSAL_SL
198,MIDCPNIFTY25JUN12700CE,CE,SHORT,2025-05-27 14:00:00,2025-05-28 10:40:00,330.4,360.5,-3612.0,EMA_REVERSAL_SL
199,MIDCPNIFTY25JUN12700CE,CE,SHORT,2025-05-28 14:00:00,2025-05-29 15:00:00,349.0,360.0,-1320.0,EMA_REVERSAL_SL
200,MIDCPNIFTY25JUN12600PE,PE,SHORT,2025-05-29 15:05:00,2025-06-02 09:25:00,244.8,253.4,-1032.0,EMA_REVERSAL_SL
201,MIDCPNIFTY25JUN12600PE,PE,SHORT,2025-06-02 14:00:00,2025-06-03 11:15:00,209.75,231.35,-2592.0,EMA_REVERSAL_SL
202,MIDCPNIFTY25JUN12900CE,CE,SHORT,2025-06-03 14:00:00,2025-06-04 14:15:00,214.35,234.5,-2418.0,EMA_REVERSAL_SL
203,MIDCPNIFTY25JUN12700PE,PE,SHORT,2025-06-04 14:20:00,2025-06-11 14:10:00,206.0,44.8,19344.0,EMA_REVERSAL_SL
204,MIDCPNIFTY25JUN13400CE,CE,SHORT,2025-06-11 14:15:00,2025-06-16 12:35:00,128.35,60.0,8202.0,EMA_REVERSAL_SL
205,MIDCPNIFTY25JUN12900PE,PE,SHORT,2025-06-16 14:00:00,2025-06-17 13:05:00,92.15,103.15,-1320.0,EMA_REVERSAL_SL
206,MIDCPNIFTY25JUN13200CE,CE,SHORT,2025-06-17 14:00:00,2025-06-19 10:05:00,102.15,28.4,8850.0,TARGET_LTP_30
207,MIDCPNIFTY25JUN13000CE,CE,SHORT,2025-06-19 14:00:00,2025-06-20 10:50:00,58.45,88.45,-3600.0,EMA_REVERSAL_SL
208,MIDCPNIFTY25JUN12700PE,PE,SHORT,2025-06-20 14:00:00,2025-06-23 11:25:00,49.3,29.7,2352.0,TARGET_LTP_30
209,MIDCPNIFTY25JUL12800PE,PE,SHORT,2025-06-23 14:00:00,2025-06-27 15:10:00,211.3,84.5,15216.0,EMA_REVERSAL_SL
210,MIDCPNIFTY25JUL13400CE,CE,SHORT,2025-06-27 15:15:00,2025-06-30 12:15:00,284.3,338.3,-6480.0,EMA_REVERSAL_SL
211,MIDCPNIFTY25JUL13400PE,PE,SHORT,2025-06-30 14:00:00,2025-07-01 10:55:00,226.8,259.95,-3978.0,EMA_REVERSAL_SL
212,MIDCPNIFTY25JUL13500CE,CE,SHORT,2025-07-01 14:00:00,2025-07-01 15:05:00,229.95,267.8,-4542.0,EMA_REVERSAL_SL
213,MIDCPNIFTY25JUL13400PE,PE,SHORT,2025-07-01 15:10:00,2025-07-03 15:10:00,234.65,208.0,3198.0,EMA_REVERSAL_SL
214,MIDCPNIFTY25JUL13500CE,CE,SHORT,2025-07-03 15:15:00,2025-07-07 11:05:00,264.45,244.0,2454.0,EMA_REVERSAL_SL
215,MIDCPNIFTY25JUL13500CE,CE,SHORT,2025-07-07 14:00:00,2025-07-09 09:35:00,213.1,198.85,1710.0,EMA_REVERSAL_SL
216,MIDCPNIFTY25JUL13400CE,CE,SHORT,2025-07-09 14:00:00,2025-07-14 10:25:00,213.0,117.35,11478.0,EMA_REVERSAL_SL
217,MIDCPNIFTY25JUL13000PE,PE,SHORT,2025-07-14 14:00:00,2025-07-17 13:15:00,146.25,68.75,9300.0,EMA_REVERSAL_SL
218,MIDCPNIFTY25JUL13400CE,CE,SHORT,2025-07-17 14:00:00,2025-07-21 10:45:00,109.5,93.95,1866.0,EMA_REVERSAL_SL
219,MIDCPNIFTY25JUL13100PE,PE,SHORT,2025-07-21 14:00:00,2025-07-22 10:25:00,57.0,75.95,-2274.0,EMA_REVERSAL_SL
220,MIDCPNIFTY25JUL13400CE,CE,SHORT,2025-07-22 14:00:00,2025-07-23 14:50:00,70.65,67.5,378.0,EMA_REVERSAL_SL
221,MIDCPNIFTY25JUL13200PE,PE,SHORT,2025-07-23 14:55:00,2025-07-24 10:00:00,69.4,126.7,-6876.0,EMA_REVERSAL_SL
222,MIDCPNIFTY25JUL13300CE,CE,SHORT,2025-07-24 14:00:00,2025-07-25 10:05:00,55.2,29.4,3096.0,TARGET_LTP_30
223,MIDCPNIFTY25JUL13100CE,CE,SHORT,2025-07-25 14:00:00,2025-07-28 09:50:00,45.65,114.55,-8268.0,EMA_REVERSAL_SL
224,MIDCPNIFTY25AUG13000CE,CE,SHORT,2025-07-28 14:00:00,2025-07-29 12:25:00,220.9,287.7,-8016.0,EMA_REVERSAL_SL
225,MIDCPNIFTY25AUG13000PE,PE,SHORT,2025-07-30 14:00:00,2025-07-31 09:20:00,223.55,300.45,-9228.0,EMA_REVERSAL_SL
226,MIDCPNIFTY25AUG12800PE,PE,SHORT,2025-07-31 14:00:00,2025-08-01 09:20:00,185.35,258.65,-8796.0,EMA_REVERSAL_SL
227,MIDCPNIFTY25AUG12900CE,CE,SHORT,2025-08-01 14:00:00,2025-08-04 12:30:00,188.25,208.3,-2406.0,EMA_REVERSAL_SL
228,MIDCPNIFTY25AUG12600PE,PE,SHORT,2025-08-04 14:00:00,2025-08-05 10:20:00,141.4,174.35,-3954.0,EMA_REVERSAL_SL
229,MIDCPNIFTY25AUG12900CE,CE,SHORT,2025-08-05 14:00:00,2025-08-07 14:45:00,178.35,136.8,4986.0,EMA_REVERSAL_SL
230,MIDCPNIFTY25AUG12500PE,PE,SHORT,2025-08-07 14:50:00,2025-08-08 14:00:00,113.95,165.55,-6192.0,EMA_REVERSAL_SL
231,MIDCPNIFTY25AUG12800CE,CE,SHORT,2025-08-08 14:05:00,2025-08-11 14:30:00,126.7,135.15,-1014.0,EMA_REVERSAL_SL
232,MIDCPNIFTY25AUG12400PE,PE,SHORT,2025-08-11 14:35:00,2025-08-12 15:25:00,100.1,115.0,-1788.0,EMA_REVERSAL_SL
233,MIDCPNIFTY25AUG12600PE,PE,SHORT,2025-08-13 14:00:00,2025-08-14 10:00:00,113.05,163.7,-6078.0,EMA_REVERSAL_SL
234,MIDCPNIFTY25AUG12800CE,CE,SHORT,2025-08-14 14:00:00,2025-08-18 09:20:00,110.95,171.05,-7212.0,EMA_REVERSAL_SL
235,MIDCPNIFTY25AUG12800PE,PE,SHORT,2025-08-18 14:00:00,2025-08-21 10:25:00,118.9,29.2,10764.0,TARGET_LTP_30
236,MIDCPNIFTY25AUG13100CE,CE,SHORT,2025-08-21 14:00:00,2025-08-22 12:40:00,47.6,29.8,2136.0,TARGET_LTP_30
237,MIDCPNIFTY25AUG12900PE,PE,SHORT,2025-08-22 14:00:00,2025-08-25 09:40:00,56.45,29.6,3222.0,TARGET_LTP_30
238,MIDCPNIFTY25SEP13000PE,PE,SHORT,2025-08-25 14:00:00,2025-08-25 15:00:00,226.65,250.65,-2880.0,EMA_REVERSAL_SL
239,MIDCPNIFTY25SEP12900CE,CE,SHORT,2025-08-26 14:00:00,2025-09-01 10:00:00,215.45,132.95,9900.0,EMA_REVERSAL_SL
240,MIDCPNIFTY25SEP12400PE,PE,SHORT,2025-09-01 14:00:00,2025-09-02 13:55:00,97.45,101.45,-480.0,EMA_REVERSAL_SL
241,MIDCPNIFTY25SEP12800CE,CE,SHORT,2025-09-02 14:00:00,2025-09-03 14:10:00,192.5,215.95,-2814.0,EMA_REVERSAL_SL
242,MIDCPNIFTY25SEP12700PE,PE,SHORT,2025-09-03 14:15:00,2025-09-04 14:10:00,164.6,167.1,-300.0,EMA_REVERSAL_SL
243,MIDCPNIFTY25SEP13000CE,CE,SHORT,2025-09-04 14:15:00,2025-09-05 14:00:00,124.4,145.0,-2472.0,EMA_REVERSAL_SL
244,MIDCPNIFTY25SEP12700PE,PE,SHORT,2025-09-05 14:05:00,2025-09-09 10:50:00,147.0,128.35,2238.0,EMA_REVERSAL_SL
245,MIDCPNIFTY25SEP12800PE,PE,SHORT,2025-09-09 14:00:00,2025-09-11 13:55:00,145.7,92.4,6396.0,EMA_REVERSAL_SL
246,MIDCPNIFTY25SEP13100CE,CE,SHORT,2025-09-11 14:00:00,2025-09-12 09:30:00,146.55,177.0,-3654.0,EMA_REVERSAL_SL
247,MIDCPNIFTY25SEP13000PE,PE,SHORT,2025-09-12 14:00:00,2025-09-22 14:10:00,116.2,44.5,8604.0,EMA_REVERSAL_SL
248,MIDCPNIFTY25OCT13200CE,CE,SHORT,2025-09-22 14:15:00,2025-10-01 12:10:00,285.75,67.9,26142.0,EMA_REVERSAL_SL
249,MIDCPNIFTY25OCT12600PE,PE,SHORT,2025-10-01 14:00:00,2025-10-08 11:00:00,168.55,59.8,13050.0,EMA_REVERSAL_SL
250,MIDCPNIFTY25OCT13000PE,PE,SHORT,2025-10-08 14:00:00,2025-10-08 14:50:00,158.3,189.0,-3684.0,EMA_REVERSAL_SL
251,MIDCPNIFTY25OCT13100CE,CE,SHORT,2025-10-08 14:55:00,2025-10-09 11:05:00,117.95,152.05,-4092.0,EMA_REVERSAL_SL
252,MIDCPNIFTY25OCT12900PE,PE,SHORT,2025-10-09 14:00:00,2025-10-13 09:40:00,99.35,77.1,2670.0,EMA_REVERSAL_SL
253,MIDCPNIFTY25OCT13100PE,PE,SHORT,2025-10-13 14:00:00,2025-10-14 10:55:00,123.0,135.5,-1500.0,EMA_REVERSAL_SL
254,MIDCPNIFTY25OCT13300CE,CE,SHORT,2025-10-14 14:00:00,2025-10-15 09:45:00,67.7,95.75,-3366.0,EMA_REVERSAL_SL
255,MIDCPNIFTY25OCT13000PE,PE,SHORT,2025-10-15 14:00:00,2025-10-17 09:40:00,71.25,54.4,2022.0,EMA_REVERSAL_SL
256,MIDCPNIFTY25OCT13300CE,CE,SHORT,2025-10-17 14:00:00,2025-10-20 10:55:00,79.7,127.05,-5682.0,EMA_REVERSAL_SL
257,MIDCPNIFTY25OCT13200PE,PE,SHORT,2025-10-20 14:00:00,2025-10-23 15:15:00,75.8,72.8,360.0,EMA_REVERSAL_SL
258,MIDCPNIFTY25OCT13400CE,CE,SHORT,2025-10-23 15:20:00,2025-10-23 15:25:00,23.35,21.2,258.0,TARGET_LTP_30
259,MIDCPNIFTY25NOV13200PE,PE,SHORT,2025-10-27 14:00:00,2025-10-28 11:00:00,167.5,186.9,-2328.0,EMA_REVERSAL_SL
260,MIDCPNIFTY25NOV13300PE,PE,SHORT,2025-10-29 14:00:00,2025-10-31 15:10:00,170.0,147.05,2754.0,EMA_REVERSAL_SL
261,MIDCPNIFTY25NOV13500CE,CE,SHORT,2025-10-31 15:15:00,2025-11-03 11:10:00,239.2,283.3,-5292.0,EMA_REVERSAL_SL
262,MIDCPNIFTY25NOV13400PE,PE,SHORT,2025-11-03 14:00:00,2025-11-04 11:20:00,140.8,154.55,-1650.0,EMA_REVERSAL_SL
263,MIDCPNIFTY25NOV13600CE,CE,SHORT,2025-11-04 14:00:00,2025-11-07 13:00:00,188.5,126.7,7416.0,EMA_REVERSAL_SL
264,MIDCPNIFTY25NOV13300PE,PE,SHORT,2025-11-07 14:00:00,2025-11-11 10:45:00,128.0,98.7,3516.0,EMA_REVERSAL_SL
265,MIDCPNIFTY25NOV13500PE,PE,SHORT,2025-11-11 14:00:00,2025-11-13 14:05:00,108.65,51.0,6918.0,EMA_REVERSAL_SL
266,MIDCPNIFTY25NOV13900CE,CE,SHORT,2025-11-13 14:10:00,2025-11-17 09:25:00,156.8,189.45,-3918.0,EMA_REVERSAL_SL
267,MIDCPNIFTY25NOV13900PE,PE,SHORT,2025-11-17 14:00:00,2025-11-18 15:25:00,89.0,116.65,-3318.0,EMA_REVERSAL_SL
268,MIDCPNIFTY25NOV13900PE,PE,SHORT,2025-11-19 14:00:00,2025-11-20 15:15:00,64.85,49.45,1848.0,EMA_REVERSAL_SL
269,MIDCPNIFTY25NOV14100CE,CE,SHORT,2025-11-20 15:20:00,2025-11-21 09:15:00,54.8,32.1,2724.0,ROLLOVER_EXIT
270,MIDCPNIFTY25DEC13900CE,CE,SHORT,2025-11-24 14:00:00,2025-11-26 09:35:00,288.0,308.5,-2460.0,EMA_REVERSAL_SL
271,MIDCPNIFTY25DEC13800PE,PE,SHORT,2025-11-26 14:00:00,2025-11-27 13:35:00,131.45,131.0,54.0,EMA_REVERSAL_SL
272,MIDCPNIFTY25DEC14100CE,CE,SHORT,2025-11-27 14:00:00,2025-11-27 14:40:00,244.4,269.8,-3048.0,EMA_REVERSAL_SL
273,MIDCPNIFTY25DEC14000PE,PE,SHORT,2025-11-27 14:45:00,2025-11-28 13:35:00,175.7,181.25,-666.0,EMA_REVERSAL_SL
274,MIDCPNIFTY25DEC14100CE,CE,SHORT,2025-11-28 14:00:00,2025-12-01 09:35:00,246.85,279.9,-3966.0,EMA_REVERSAL_SL
275,MIDCPNIFTY25DEC14200CE,CE,SHORT,2025-12-01 14:00:00,2025-12-04 10:05:00,194.6,120.1,8940.0,EMA_REVERSAL_SL
276,MIDCPNIFTY25DEC13900CE,CE,SHORT,2025-12-04 14:00:00,2025-12-05 11:30:00,231.0,257.45,-3174.0,EMA_REVERSAL_SL
